Temperature (K), Alpha^2
2.943993993993993854e+02,4.199342217214582229e-01
2.944554554554554784e+02,4.209149760270574636e-01
2.945115115115115145e+02,4.219014393747291813e-01
2.945675675675675507e+02,4.228931999053627822e-01
2.946236236236236437e+02,4.238908648557818126e-01
2.946796796796796798e+02,4.248942842746219473e-01
2.947357357357357159e+02,4.259035073734609433e-01
2.947917917917918089e+02,4.269185800173681544e-01
2.948478478478478451e+02,4.279395617101972027e-01
2.949039039039038812e+02,4.289665576738859731e-01
2.949599599599599742e+02,4.299995091223343668e-01
2.950160160160160103e+02,4.310384988265312800e-01
2.950720720720720465e+02,4.320836977271036994e-01
2.951281281281281395e+02,4.331350951360502521e-01
2.951841841841841756e+02,4.341923953501747868e-01
2.952402402402402686e+02,4.352564322326868962e-01
2.952962962962963047e+02,4.363263548226738453e-01
2.953523523523523409e+02,4.374028997265638208e-01
2.954084084084084338e+02,4.384858994486690587e-01
2.954644644644644700e+02,4.395754085342926110e-01
2.955205205205205061e+02,4.406714881415660368e-01
2.955765765765765991e+02,4.417741974041816677e-01
2.956326326326326353e+02,4.428835947801642026e-01
2.956886886886886714e+02,4.439997407224507420e-01
2.957447447447447644e+02,4.451226942794557218e-01
2.958008008008008005e+02,4.462525214002360796e-01
2.958568568568568367e+02,4.473892840143584571e-01
2.959129129129129296e+02,4.485330377746608033e-01
2.959689689689689658e+02,4.496838518888666147e-01
2.960250250250250019e+02,4.508417891813130685e-01
2.960810810810810949e+02,4.520069239893668711e-01
2.961371371371371310e+02,4.531793035650478751e-01
2.961931931931931672e+02,4.543589954912976014e-01
2.962492492492492602e+02,4.555460868641734162e-01
2.963053053053052963e+02,4.567406255542805771e-01
2.963613613613613325e+02,4.579426721556383306e-01
2.964174174174174254e+02,4.591523306776185698e-01
2.964734734734734616e+02,4.603696040596441108e-01
2.965295295295295546e+02,4.615946469294641696e-01
2.965855855855855907e+02,4.628274386834678178e-01
2.966416416416416268e+02,4.640681315196968360e-01
2.966976976976977198e+02,4.653167513887759288e-01
2.967537537537537560e+02,4.665734249226304864e-01
2.968098098098097921e+02,4.678381235269967742e-01
2.968658658658658851e+02,4.691110481981191627e-01
2.969219219219219212e+02,4.703920956860231928e-01
2.969779779779779574e+02,4.716816106102578732e-01
2.970340340340340504e+02,4.729793627256649868e-01
2.970900900900900865e+02,4.742856087835836121e-01
2.971461461461461226e+02,4.756004576537608552e-01
2.972022022022022156e+02,4.769238053407117151e-01
2.972582582582582518e+02,4.782559402941775062e-01
2.973143143143142879e+02,4.795967923582288850e-01
2.973703703703703809e+02,4.809465266272738293e-01
2.974264264264264170e+02,4.823051345029532588e-01
2.974824824824825100e+02,4.836727714873597095e-01
2.975385385385385462e+02,4.850494871801170893e-01
2.975945945945945823e+02,4.864353369921545212e-01
2.976506506506506753e+02,4.878304626211171779e-01
2.977067067067067114e+02,4.892349416765899850e-01
2.977627627627627476e+02,4.906487772743464704e-01
2.978188188188188406e+02,4.920721642241311367e-01
2.978748748748748767e+02,4.935050867102010463e-01
2.979309309309309128e+02,4.949476643929412445e-01
2.979869869869870058e+02,4.964000019606964464e-01
2.980430430430430420e+02,4.978621702171762142e-01
2.980990990990990781e+02,4.993342403645568139e-01
2.981551551551551711e+02,5.008163272638005425e-01
2.982112112112112072e+02,5.023084838161817611e-01
2.982672672672672434e+02,5.038108124264211174e-01
2.983233233233233364e+02,5.053233889450392535e-01
2.983793793793793725e+02,5.068463318513469762e-01
2.984354354354354086e+02,5.083797542520787083e-01
2.984914914914915016e+02,5.099237290804831124e-01
2.985475475475475378e+02,5.114781739998837118e-01
2.986036036036036307e+02,5.130433048030996757e-01
2.986596596596596669e+02,5.146192824232707075e-01
2.987157157157157030e+02,5.162060895369325886e-01
2.987717717717717960e+02,5.178038321789573128e-01
2.988278278278278322e+02,5.194126814587870511e-01
2.988838838838838683e+02,5.210326315864037827e-01
2.989399399399399613e+02,5.226638209382464817e-01
2.989959959959959974e+02,5.243063213322001204e-01
2.990520520520520336e+02,5.259602065933635107e-01
2.991081081081081265e+02,5.276255897068020673e-01
2.991641641641641627e+02,5.293025461547830046e-01
2.992202202202201988e+02,5.309911457912168675e-01
2.992762762762762918e+02,5.326915084083360119e-01
2.993323323323323280e+02,5.344036945203174405e-01
2.993883883883883641e+02,5.361277993065765024e-01
2.994444444444444571e+02,5.378635209721647215e-01
2.995005005005004932e+02,5.396117840641192487e-01
2.995565565565565294e+02,5.413722613752760537e-01
2.996126126126126223e+02,5.431449939997068377e-01
2.996686686686686585e+02,5.449299634878896903e-01
2.997247247247247515e+02,5.467273626830639888e-01
2.997807807807807876e+02,5.485372744195913253e-01
2.998368368368368237e+02,5.503597452618976815e-01
2.998928928928929167e+02,5.521948685106898846e-01
2.999489489489489529e+02,5.540434193504044647e-01
3.000050050050049890e+02,5.559034254935247832e-01
3.000610610610610820e+02,5.577774606405444535e-01
3.001171171171171181e+02,5.596634436445017124e-01
3.001731731731731543e+02,5.615629852651375931e-01
3.002292292292292473e+02,5.634756346284802708e-01
3.002852852852852834e+02,5.654014509593061621e-01
3.003413413413413195e+02,5.673405257256975975e-01
3.003973973973974125e+02,5.692929011592479105e-01
3.004534534534534487e+02,5.712586114084468036e-01
3.005095095095094848e+02,5.732377905217413971e-01
3.005655655655655778e+02,5.752304598814391712e-01
3.006216216216216139e+02,5.772365625460795791e-01
3.006776776776776501e+02,5.792563304514418698e-01
3.007337337337337431e+02,5.812898651716605913e-01
3.007897897897897792e+02,5.833369206796941153e-01
3.008458458458458722e+02,5.853976801620055515e-01
3.009019019019019083e+02,5.874723720655489201e-01
3.009579579579579445e+02,5.895608716840036179e-01
3.010140140140140375e+02,5.916631637655845877e-01
3.010700700700700736e+02,5.937793328631895129e-01
3.011261261261261097e+02,5.959095212566372091e-01
3.011821821821822027e+02,5.980535717217073666e-01
3.012382382382382389e+02,6.002116329003641670e-01
3.012942942942942750e+02,6.023837862769131357e-01
3.013503503503503680e+02,6.045696423274395936e-01
3.014064064064064041e+02,6.067697041467751129e-01
3.014624624624624403e+02,6.089838317630323905e-01
3.015185185185185333e+02,6.112117965904704242e-01
3.015745745745745694e+02,6.134538816206062117e-01
3.016306306306306055e+02,6.157099571400469484e-01
3.016866866866866985e+02,6.179799797698120045e-01
3.017427427427427347e+02,6.202640537030711387e-01
3.017987987987987708e+02,6.225620407695521275e-01
3.018548548548548638e+02,6.248739793841148193e-01
3.019109109109108999e+02,6.271999126426053284e-01
3.019669669669669929e+02,6.295395539820818342e-01
3.020230230230230291e+02,6.318930601837180472e-01
3.020790790790790652e+02,6.342603036992356946e-01
3.021351351351351582e+02,6.366413136935080708e-01
3.021911911911911943e+02,6.390359233965087205e-01
3.022472472472472305e+02,6.414441787531247607e-01
3.023033033033033234e+02,6.438659117768598117e-01
3.023593593593593596e+02,6.463010786918208517e-01
3.024154154154153957e+02,6.487495766660403840e-01
3.024714714714714887e+02,6.512113313984180252e-01
3.025275275275275249e+02,6.536863003899446856e-01
3.025835835835835610e+02,6.561742639216999740e-01
3.026396396396396540e+02,6.586751996556983180e-01
3.026956956956956901e+02,6.611890214393910670e-01
3.027517517517517263e+02,6.637154912179199506e-01
3.028078078078078192e+02,6.662545319523174303e-01
3.028638638638638554e+02,6.688071032886437894e-01
3.029199199199199484e+02,6.713698731142383469e-01
3.029759759759759845e+02,6.739465806727248376e-01
3.030320320320320207e+02,6.765345424498493410e-01
3.030880880880881136e+02,6.791345663068066862e-01
3.031441441441441498e+02,6.817453898266870871e-01
3.032002002002001859e+02,6.843681797209304474e-01
3.032562562562562789e+02,6.870026926304474424e-01
3.033123123123123150e+02,6.896482395652706598e-01
3.033683683683683512e+02,6.923045599056238952e-01
3.034244244244244442e+02,6.949716837382231560e-01
3.034804804804804803e+02,6.976493247670072506e-01
3.035365365365365165e+02,7.003373474690299805e-01
3.035925925925926094e+02,7.030355108661775487e-01
3.036486486486486456e+02,7.057435791733869257e-01
3.037047047047046817e+02,7.084617133828839952e-01
3.037607607607607747e+02,7.111884109349788652e-01
3.038168168168168108e+02,7.139243855186351295e-01
3.038728728728728470e+02,7.166703819421030852e-01
3.039289289289289400e+02,7.194245293740506586e-01
3.039849849849849761e+02,7.221871302779070412e-01
3.040410410410410122e+02,7.249579598351355569e-01
3.040970970970971052e+02,7.277368318691320725e-01
3.041531531531531414e+02,7.305234918129980271e-01
3.042092092092092344e+02,7.333171920806060839e-01
3.042652652652652705e+02,7.361184000866441979e-01
3.043213213213213066e+02,7.389266007060648622e-01
3.043773773773773996e+02,7.417409162317881721e-01
3.044334334334334358e+02,7.445622929596855677e-01
3.044894894894894719e+02,7.473892827329235988e-01
3.045455455455455649e+02,7.502220757267273887e-01
3.046016016016016010e+02,7.530608828533040811e-01
3.046576576576576372e+02,7.559046140048104601e-01
3.047137137137137302e+02,7.587530023799782253e-01
3.047697697697697663e+02,7.616069278399867359e-01
3.048258258258258024e+02,7.644647177363983470e-01
3.048818818818818954e+02,7.673259798414591160e-01
3.049379379379379316e+02,7.701919005165311916e-01
3.049939939939939677e+02,7.730613815005190625e-01
3.050500500500500607e+02,7.759336647982897350e-01
3.051061061061060968e+02,7.788088560531749582e-01
3.051621621621621898e+02,7.816869604999553411e-01
3.052182182182182260e+02,7.845673295141699644e-01
3.052742742742742621e+02,7.874503668099125386e-01
3.053303303303303551e+02,7.903344370856770773e-01
3.053863863863863912e+02,7.932206999452071639e-01
3.054424424424424274e+02,7.961078754464030460e-01
3.054984984984985203e+02,7.989955691543745298e-01
3.055545545545545565e+02,8.018846934659394909e-01
3.056106106106105926e+02,8.047737135128818498e-01
3.056666666666666856e+02,8.076640910726534672e-01
3.057227227227227218e+02,8.105522679085872539e-01
3.057787787787787579e+02,8.134415827226594287e-01
3.058348348348348509e+02,8.163317655388175886e-01
3.058908908908908870e+02,8.192196644300460129e-01
3.059469469469469232e+02,8.221065370929563354e-01
3.060030030030030161e+02,8.249919764798129274e-01
3.060590590590590523e+02,8.278759697890473168e-01
3.061151151151150884e+02,8.307581772467310666e-01
3.061711711711711814e+02,8.336382353285715086e-01
3.062272272272272176e+02,8.365162135480513905e-01
3.062832832832832537e+02,8.393915917219229028e-01
3.063393393393393467e+02,8.422640336922778692e-01
3.063953953953953828e+02,8.451343035472814735e-01
3.064514514514514758e+02,8.480008441491891924e-01
3.065075075075075119e+02,8.508641331999065027e-01
3.065635635635635481e+02,8.537241961844026505e-01
3.066196196196196411e+02,8.565802758347631496e-01
3.066756756756756772e+02,8.594328285511714238e-01
3.067317317317317134e+02,8.622806595542493735e-01
3.067877877877878063e+02,8.651249109103372747e-01
3.068438438438438425e+02,8.679639227208466590e-01
3.068998998998998786e+02,8.707987723975993966e-01
3.069559559559559716e+02,8.736286756213402782e-01
3.070120120120120077e+02,8.764540308054312723e-01
3.070680680680680439e+02,8.792735532225843809e-01
3.071241241241241369e+02,8.820880180817209926e-01
3.071801801801801730e+02,8.848984276795578419e-01
3.072362362362362092e+02,8.877018610646872920e-01
3.072922922922923021e+02,8.905000870543396951e-01
3.073483483483483383e+02,8.932919234671166109e-01
3.074044044044044313e+02,8.960795827999866736e-01
3.074604604604604674e+02,8.988592978357257124e-01
3.075165165165165035e+02,9.016334304273246891e-01
3.075725725725725965e+02,9.044008403018420905e-01
3.076286286286286327e+02,9.071626154120547847e-01
3.076846846846846688e+02,9.099175606618076229e-01
3.077407407407407618e+02,9.126659014361560018e-01
3.077967967967967979e+02,9.154080042707134490e-01
3.078528528528528341e+02,9.181410340938830350e-01
3.079089089089089271e+02,9.208689781753426340e-01
3.079649649649649632e+02,9.235910377624512169e-01
3.080210210210209993e+02,9.263046314741153475e-01
3.080770770770770923e+02,9.290120998551820719e-01
3.081331331331331285e+02,9.317115714265935544e-01
3.081891891891891646e+02,9.344042552272194824e-01
3.082452452452452576e+02,9.370888527161549408e-01
3.083013013013012937e+02,9.397665226998027643e-01
3.083573573573573867e+02,9.424378882328058316e-01
3.084134134134134229e+02,9.450993932295397304e-01
3.084694694694694590e+02,9.477544793963770253e-01
3.085255255255254951e+02,9.504018458678950010e-01
3.085815815815815881e+02,9.530419280082220723e-01
3.086376376376376243e+02,9.556736972048958112e-01
3.086936936936937173e+02,9.582984478721353616e-01
3.087497497497497534e+02,9.609144338998285573e-01
3.088058058058057895e+02,9.635233435864238860e-01
3.088618618618618825e+02,9.661242484033402134e-01
3.089179179179179187e+02,9.687173298818050338e-01
3.089739739739739548e+02,9.713022844391101529e-01
3.090300300300300478e+02,9.738796062744526916e-01
3.090860860860860839e+02,9.764487684759370900e-01
3.091421421421421201e+02,9.790101590232205275e-01
3.091981981981982130e+02,9.815634608175735076e-01
3.092542542542542492e+02,9.841087458391485354e-01
3.093103103103102853e+02,9.866460897337445690e-01
3.093663663663663783e+02,9.891756612091582301e-01
3.094224224224224145e+02,9.916967540149537186e-01
3.094784784784784506e+02,9.942093838197429978e-01
3.095345345345345436e+02,9.967151775392303348e-01
3.095905905905905797e+02,9.992123299393318447e-01
3.096466466466466727e+02,1.001701504078656324e+00
3.097027027027027088e+02,1.004182584474688777e+00
3.097587587587587450e+02,1.006655681292924154e+00
3.098148148148148380e+02,1.009120540235888708e+00
3.098708708708708741e+02,1.011577332189815825e+00
3.099269269269269103e+02,1.014026376924785033e+00
3.099829829829830032e+02,1.016467624969025874e+00
3.100390390390390394e+02,1.018901235806182859e+00
3.100950950950950755e+02,1.021325663590718191e+00
3.101511511511511685e+02,1.023742748826294902e+00
3.102072072072072046e+02,1.026152274704936751e+00
3.102632632632632408e+02,1.028552863754183644e+00
3.103193193193193338e+02,1.030945054633797042e+00
3.103753753753753699e+02,1.033331125502735537e+00
3.104314314314314061e+02,1.035708634257316518e+00
3.104874874874874990e+02,1.038078203667089916e+00
3.105435435435435352e+02,1.040439708123401363e+00
3.105995995995996282e+02,1.042793550603983821e+00
3.106556556556556643e+02,1.045139566499021067e+00
3.107117117117117004e+02,1.047477779490067151e+00
3.107677677677677934e+02,1.049808044881841873e+00
3.108238238238238296e+02,1.052131387361712633e+00
3.108798798798798657e+02,1.054445696346130168e+00
3.109359359359359587e+02,1.056753491324304406e+00
3.109919919919919948e+02,1.059052630290712393e+00
3.110480480480480310e+02,1.061343843893798322e+00
3.111041041041041240e+02,1.063628581374322923e+00
3.111601601601601601e+02,1.065905277916465721e+00
3.112162162162161962e+02,1.068174892848661850e+00
3.112722722722722892e+02,1.070436682234641390e+00
3.113283283283283254e+02,1.072690059750625702e+00
3.113843843843843615e+02,1.074937386546022111e+00
3.114404404404404545e+02,1.077176137926534993e+00
3.114964964964964906e+02,1.079408069391364577e+00
3.115525525525525268e+02,1.081631834619603216e+00
3.116086086086086198e+02,1.083848925353973369e+00
3.116646646646646559e+02,1.086058749296178405e+00
3.117207207207206920e+02,1.088261069480670695e+00
3.117767767767767850e+02,1.090456010865840319e+00
3.118328328328328212e+02,1.092644167462528904e+00
3.118888888888889142e+02,1.094824674400887821e+00
3.119449449449449503e+02,1.096998136040998384e+00
3.120010010010009864e+02,1.099164373196821920e+00
3.120570570570570794e+02,1.101323455819238184e+00
3.121131131131131156e+02,1.103475922977278811e+00
3.121691691691691517e+02,1.105621042794532993e+00
3.122252252252252447e+02,1.107759176049246230e+00
3.122812812812812808e+02,1.109890500875817532e+00
3.123373373373373170e+02,1.112014867128154672e+00
3.123933933933934100e+02,1.114131830785910715e+00
3.124494494494494461e+02,1.116243128707468335e+00
3.125055055055054822e+02,1.118345768342422053e+00
3.125615615615615752e+02,1.120442741771137563e+00
3.126176176176176114e+02,1.122533364303780701e+00
3.126736736736736475e+02,1.124616758817757356e+00
3.127297297297297405e+02,1.126693069051360796e+00
3.127857857857857766e+02,1.128763465734492710e+00
3.128418418418418696e+02,1.130826813388507546e+00
3.128978978978979058e+02,1.132883594681208583e+00
3.129539539539539419e+02,1.134933885712683166e+00
3.130100100100100349e+02,1.136977556001016021e+00
3.130660660660660710e+02,1.139014806806447622e+00
3.131221221221221072e+02,1.141045535319146875e+00
3.131781781781782001e+02,1.143069838064540988e+00
3.132342342342342363e+02,1.145087687847039293e+00
3.132902902902902724e+02,1.147099072596559965e+00
3.133463463463463654e+02,1.149104423137927711e+00
3.134024024024024015e+02,1.151103462806964073e+00
3.134584584584584377e+02,1.153096397276863527e+00
3.135145145145145307e+02,1.155082413439971978e+00
3.135705705705705668e+02,1.157062279013736372e+00
3.136266266266266030e+02,1.159036989444462318e+00
3.136826826826826959e+02,1.161004972275001101e+00
3.137387387387387321e+02,1.162967103337712249e+00
3.137947947947947682e+02,1.164922387784203428e+00
3.138508508508508612e+02,1.166872486710934353e+00
3.139069069069068973e+02,1.168816653848448128e+00
3.139629629629629335e+02,1.170754368046398541e+00
3.140190190190190265e+02,1.172685848393423491e+00
3.140750750750750626e+02,1.174612593635588231e+00
3.141311311311311556e+02,1.176532197595490992e+00
3.141871871871871917e+02,1.178446525267835998e+00
3.142432432432432279e+02,1.180355027466977624e+00
3.142992992992993209e+02,1.182257393648826538e+00
3.143553553553553570e+02,1.184154787643569628e+00
3.144114114114113931e+02,1.186046092286709985e+00
3.144674674674674861e+02,1.187931702812443646e+00
3.145235235235235223e+02,1.189812011448738494e+00
3.145795795795795584e+02,1.191686046756399664e+00
3.146356356356356514e+02,1.193554871590381650e+00
3.146916916916916875e+02,1.195418099558974490e+00
3.147477477477477237e+02,1.197275858745237676e+00
3.148038038038038167e+02,1.199127969449405473e+00
3.148598598598598528e+02,1.200974735509560798e+00
3.149159159159158889e+02,1.202816086641282034e+00
3.149719719719719819e+02,1.204651966342178859e+00
3.150280280280280181e+02,1.206482417070811053e+00
3.150840840840841111e+02,1.208307729148506482e+00
3.151401401401401472e+02,1.210127638623893720e+00
3.151961961961961833e+02,1.211942226698214720e+00
3.152522522522522763e+02,1.213751711213229667e+00
3.153083083083083125e+02,1.215555735402752635e+00
3.153643643643643486e+02,1.217354686086604687e+00
3.154204204204204416e+02,1.219148449315006433e+00
3.154764764764764777e+02,1.220937276086959900e+00
3.155325325325325139e+02,1.222720727644364791e+00
3.155885885885886069e+02,1.224498998248719550e+00
3.156446446446446430e+02,1.226272409912498196e+00
3.157007007007006791e+02,1.228040761897950528e+00
3.157567567567567721e+02,1.229804047976460035e+00
3.158128128128128083e+02,1.231562444102553000e+00
3.158688688688688444e+02,1.233315871453989798e+00
3.159249249249249374e+02,1.235064366864472962e+00
3.159809809809809735e+02,1.236807917670376122e+00
3.160370370370370665e+02,1.238546714666561410e+00
3.160930930930931027e+02,1.240280418819937003e+00
3.161491491491491388e+02,1.242009753500759706e+00
3.162052052052051749e+02,1.243734073646044047e+00
3.162612612612612679e+02,1.245453588746421980e+00
3.163173173173173041e+02,1.247168382604681769e+00
3.163733733733733970e+02,1.248878525125391548e+00
3.164294294294294332e+02,1.250583925960226050e+00
3.164854854854854693e+02,1.252284705418250654e+00
3.165415415415415623e+02,1.253980849274813014e+00
3.165975975975975985e+02,1.255672356078309404e+00
3.166536536536536346e+02,1.257359387789732441e+00
3.167097097097097276e+02,1.259041690511014888e+00
3.167657657657657637e+02,1.260719502373104373e+00
3.168218218218217999e+02,1.262392883007650290e+00
3.168778778778778928e+02,1.264061659712681474e+00
3.169339339339339290e+02,1.265726079571872997e+00
3.169899899899899651e+02,1.267385967132112379e+00
3.170460460460460581e+02,1.269041557999872172e+00
3.171021021021020942e+02,1.270692711639537675e+00
3.171581581581581304e+02,1.272339024083991355e+00
3.172142142142142234e+02,1.273981890418431684e+00
3.172702702702702595e+02,1.275620075962289990e+00
3.173263263263263525e+02,1.277253840549012143e+00
3.173823823823823886e+02,1.278883280184704763e+00
3.174384384384384248e+02,1.280508542135708305e+00
3.174944944944945178e+02,1.282129685475198011e+00
3.175505505505505539e+02,1.283746641553393797e+00
3.176066066066065900e+02,1.285359209584471474e+00
3.176626626626626830e+02,1.286967563845679230e+00
3.177187187187187192e+02,1.288572080004240394e+00
3.177747747747747553e+02,1.290172285523737861e+00
3.178308308308308483e+02,1.291768484730585698e+00
3.178868868868868844e+02,1.293360394496557708e+00
3.179429429429429206e+02,1.294948465929246950e+00
3.179989989989990136e+02,1.296532382850261511e+00
3.180550550550550497e+02,1.298112321341499786e+00
3.181111111111110858e+02,1.299688282442405640e+00
3.181671671671671788e+02,1.301260158251002830e+00
3.182232232232232150e+02,1.302828254518752171e+00
3.182792792792793080e+02,1.304392251823396798e+00
3.183353353353353441e+02,1.305952400514260425e+00
3.183913913913913802e+02,1.307508849690954156e+00
3.184474474474474732e+02,1.309061335429489770e+00
3.185035035035035094e+02,1.310609736744389631e+00
3.185595595595595455e+02,1.312154290413925173e+00
3.186156156156156385e+02,1.313695419761705896e+00
3.186716716716716746e+02,1.315232564436778828e+00
3.187277277277277108e+02,1.316765736412845555e+00
3.187837837837838038e+02,1.318295462481384073e+00
3.188398398398398399e+02,1.319821239083849518e+00
3.188958958958958760e+02,1.321343417001675125e+00
3.189519519519519690e+02,1.322861831523732157e+00
3.190080080080080052e+02,1.324376531104090926e+00
3.190640640640640413e+02,1.325887670218311554e+00
3.191201201201201343e+02,1.327394729330785061e+00
3.191761761761761704e+02,1.328898753276434475e+00
3.192322322322322634e+02,1.330398951296762444e+00
3.192882882882882996e+02,1.331895346712695272e+00
3.193443443443443357e+02,1.333388779491729847e+00
3.194004004004003718e+02,1.334877985645193110e+00
3.194564564564564648e+02,1.336364148583060851e+00
3.195125125125125010e+02,1.337846677595866396e+00
