Temperature (K), Alpha^2
3.195685685685685939e+02,1.384327658329510546e+00
3.196246246246246301e+02,1.386211430340318573e+00
3.196806806806806662e+02,1.388090000284663450e+00
3.197367367367367592e+02,1.389962752100127208e+00
3.197927927927927954e+02,1.391830589173617572e+00
3.198488488488488315e+02,1.393693078110143091e+00
3.199049049049049245e+02,1.395549958192077611e+00
3.199609609609609606e+02,1.397402272066320394e+00
3.200170170170169968e+02,1.399248579117239544e+00
3.200730730730730897e+02,1.401090801473511727e+00
3.201291291291291259e+02,1.402927370237711413e+00
3.201851851851851620e+02,1.404758758093377136e+00
3.202412412412412550e+02,1.406585310722619608e+00
3.202972972972972912e+02,1.408406731574922910e+00
3.203533533533533273e+02,1.410223165360827702e+00
3.204094094094094203e+02,1.412034635032329843e+00
3.204654654654654564e+02,1.413840821804292380e+00
3.205215215215215494e+02,1.415642754989754781e+00
3.205775775775775855e+02,1.417439549884933481e+00
3.206336336336336217e+02,1.419231530427266241e+00
3.206896896896896578e+02,1.421018546477907929e+00
3.207457457457457508e+02,1.422801107879407390e+00
3.208018018018017870e+02,1.424578302424752474e+00
3.208578578578578799e+02,1.426351238972206170e+00
3.209139139139139161e+02,1.428119007587474343e+00
3.209699699699699522e+02,1.429882296246609341e+00
3.210260260260260452e+02,1.431641198801491655e+00
3.210820820820820813e+02,1.433395453101637740e+00
3.211381381381381175e+02,1.435145119303358197e+00
3.211941941941942105e+02,1.436890141653552444e+00
3.212502502502502466e+02,1.438630340089777970e+00
3.213063063063062827e+02,1.440366367299239059e+00
3.213623623623623757e+02,1.442097749555791841e+00
3.214184184184184119e+02,1.443824858128067934e+00
3.214744744744745049e+02,1.445547534951378887e+00
3.215305305305305410e+02,1.447265252516825917e+00
3.215865865865865771e+02,1.448978902039850025e+00
3.216426426426426133e+02,1.450688238193983626e+00
3.216986986986987063e+02,1.452393508715320358e+00
3.217547547547547424e+02,1.454093669897290830e+00
3.218108108108108354e+02,1.455790019873318020e+00
3.218668668668668715e+02,1.457481975183673395e+00
3.219229229229229077e+02,1.459170022359092433e+00
3.219789789789790007e+02,1.460853582826017405e+00
3.220350350350350368e+02,1.462533011332696198e+00
3.220910910910910729e+02,1.464208182351806720e+00
3.221471471471471659e+02,1.465879169639427104e+00
3.222032032032032021e+02,1.467546134470201435e+00
3.222592592592592382e+02,1.469208905275703136e+00
3.223153153153153312e+02,1.470867625905106557e+00
3.223713713713713673e+02,1.472521936118590391e+00
3.224274274274274035e+02,1.474172773984590012e+00
3.224834834834834965e+02,1.475819313898970808e+00
3.225395395395395326e+02,1.477461866498884335e+00
3.225955955955955687e+02,1.479100619925421078e+00
3.226516516516516617e+02,1.480735259685003857e+00
3.227077077077076979e+02,1.482365779681763085e+00
3.227637637637637908e+02,1.483992513322303086e+00
3.228198198198198270e+02,1.485615409078812732e+00
3.228758758758758631e+02,1.487234658026587830e+00
3.229319319319319561e+02,1.488849468090293282e+00
3.229879879879879923e+02,1.490460750437639925e+00
3.230440440440440284e+02,1.492068026168667183e+00
3.231001001001001214e+02,1.493671856560490063e+00
3.231561561561561575e+02,1.495271892014890636e+00
3.232122122122121937e+02,1.496867920897680726e+00
3.232682682682682866e+02,1.498460303208222877e+00
3.233243243243243228e+02,1.500048926041155362e+00
3.233803803803803589e+02,1.501633630006404818e+00
3.234364364364364519e+02,1.503215043017025465e+00
3.234924924924924881e+02,1.504792769742079983e+00
3.235485485485485242e+02,1.506366744161472981e+00
3.236046046046046172e+02,1.507937103977124771e+00
3.236606606606606533e+02,1.509503818048964829e+00
3.237167167167167463e+02,1.511066976794680716e+00
3.237727727727727824e+02,1.512626628781488236e+00
3.238288288288288186e+02,1.514182585501711475e+00
3.238848848848848547e+02,1.515735066448191670e+00
3.239409409409409477e+02,1.517284046121529562e+00
3.239969969969969839e+02,1.518829463371961896e+00
3.240530530530530768e+02,1.520371487473399785e+00
3.241091091091091130e+02,1.521909862945764580e+00
3.241651651651651491e+02,1.523445125349285778e+00
3.242212212212212421e+02,1.524976536285126860e+00
3.242772772772772782e+02,1.526504961294934404e+00
3.243333333333333144e+02,1.528029615614301395e+00
3.243893893893894074e+02,1.529551255084139028e+00
3.244454454454454435e+02,1.531069314457538022e+00
3.245015015015014797e+02,1.532584021224996595e+00
3.245575575575575726e+02,1.534094899066228423e+00
3.246136136136136088e+02,1.535603342695613271e+00
3.246696696696696449e+02,1.537108278577325571e+00
3.247257257257257379e+02,1.538610038737759922e+00
3.247817817817817740e+02,1.540108423948532979e+00
3.248378378378378102e+02,1.541602998253156942e+00
3.248938938938939032e+02,1.543094738977242919e+00
3.249499499499499393e+02,1.544583073016376318e+00
3.250060060060060323e+02,1.546068490338851076e+00
3.250620620620620684e+02,1.547550818383877758e+00
3.251181181181181046e+02,1.549029583464772486e+00
3.251741741741741976e+02,1.550505368436663201e+00
3.252302302302302337e+02,1.551977974482513956e+00
3.252862862862862698e+02,1.553448019140410086e+00
3.253423423423423628e+02,1.554914329744312429e+00
3.253983983983983990e+02,1.556377148567142932e+00
3.254544544544544351e+02,1.557837498686789335e+00
3.255105105105105281e+02,1.559294148574743577e+00
3.255665665665665642e+02,1.560748314946724724e+00
3.256226226226226004e+02,1.562199548957090567e+00
3.256786786786786934e+02,1.563647385217899144e+00
3.257347347347347295e+02,1.565092495023731267e+00
3.257907907907907656e+02,1.566534420039364273e+00
3.258468468468468586e+02,1.567973386242233369e+00
3.259029029029028948e+02,1.569409304819322282e+00
3.259589589589589878e+02,1.570842117167080110e+00
3.260150150150150239e+02,1.572272524763245194e+00
3.260710710710710600e+02,1.573699575384005067e+00
3.261271271271270962e+02,1.575123806430994033e+00
3.261831831831831892e+02,1.576545063457948093e+00
3.262392392392392253e+02,1.577963388260766875e+00
3.262952952952953183e+02,1.579379363685568638e+00
3.263513513513513544e+02,1.580791617088512568e+00
3.264074074074073906e+02,1.582201407449665975e+00
3.264634634634634835e+02,1.583608387270012852e+00
3.265195195195195197e+02,1.585012382842742262e+00
3.265755755755755558e+02,1.586413734237084761e+00
3.266316316316316488e+02,1.587812255353859836e+00
3.266876876876876850e+02,1.589207790950513122e+00
3.267437437437437211e+02,1.590600766503095009e+00
3.267997997997998141e+02,1.591990901357158927e+00
3.268558558558558502e+02,1.593378289232365130e+00
3.269119119119119432e+02,1.594763028822932194e+00
3.269679679679679793e+02,1.596144781132842194e+00
3.270240240240240155e+02,1.597523449841056209e+00
3.270800800800800516e+02,1.598900250817086865e+00
3.271361361361361446e+02,1.600274111600369364e+00
3.271921921921921808e+02,1.601644961514871790e+00
3.272482482482482737e+02,1.603013566524484235e+00
3.273043043043043099e+02,1.604379134568014287e+00
3.273603603603603460e+02,1.605742341390594907e+00
3.274164164164164390e+02,1.607102781921905033e+00
3.274724724724724751e+02,1.608460790671051743e+00
3.275285285285285113e+02,1.609815387565556755e+00
3.275845845845846043e+02,1.611168333547124742e+00
3.276406406406406404e+02,1.612518218483730559e+00
3.276966966966966766e+02,1.613865432583768023e+00
3.277527527527527695e+02,1.615210661438003292e+00
3.278088088088088057e+02,1.616552639862565144e+00
3.278648648648648418e+02,1.617892290505563269e+00
3.279209209209209348e+02,1.619229013880848944e+00
3.279769769769769709e+02,1.620564001797405451e+00
3.280330330330330071e+02,1.621896052305703995e+00
3.280890890890891001e+02,1.623225603255203486e+00
3.281451451451451362e+02,1.624552851192694547e+00
3.282012012012012292e+02,1.625877093744896529e+00
3.282572572572572653e+02,1.627199267342986255e+00
3.283133133133133015e+02,1.628518888818895727e+00
3.283693693693693376e+02,1.629836015084580980e+00
3.284254254254254306e+02,1.631150045117695013e+00
3.284814814814814667e+02,1.632463335629360746e+00
3.285375375375375597e+02,1.633772779693322574e+00
3.285935935935935959e+02,1.635080162547422056e+00
3.286496496496496320e+02,1.636385143848833712e+00
3.287057057057057250e+02,1.637687872345253259e+00
3.287617617617617611e+02,1.638400000000000079e+00
3.288178178178177973e+02,1.638400000000000079e+00
3.288738738738738903e+02,1.638400000000000079e+00
3.289299299299299264e+02,1.638400000000000079e+00
3.289859859859859625e+02,1.638400000000000079e+00
3.290420420420420555e+02,1.638400000000000079e+00
3.290980980980980917e+02,1.638400000000000079e+00
3.291541541541541847e+02,1.638400000000000079e+00
3.292102102102102208e+02,1.638400000000000079e+00
3.292662662662662569e+02,1.638400000000000079e+00
3.293223223223222931e+02,1.638400000000000079e+00
3.293783783783783861e+02,1.638400000000000079e+00
3.294344344344344222e+02,1.638400000000000079e+00
3.294904904904905152e+02,1.638400000000000079e+00
3.295465465465465513e+02,1.638400000000000079e+00
3.296026026026025875e+02,1.638400000000000079e+00
3.296586586586586805e+02,1.638400000000000079e+00
3.297147147147147166e+02,1.638400000000000079e+00
3.297707707707707527e+02,1.638400000000000079e+00
3.298268268268268457e+02,1.638400000000000079e+00
3.298828828828828819e+02,1.638400000000000079e+00
3.299389389389389180e+02,1.638400000000000079e+00
3.299949949949950110e+02,1.638400000000000079e+00
3.300510510510510471e+02,1.638400000000000079e+00
3.301071071071070833e+02,1.638400000000000079e+00
3.301631631631631763e+02,1.638400000000000079e+00
3.302192192192192124e+02,1.638400000000000079e+00
3.302752752752752485e+02,1.638400000000000079e+00
3.303313313313313415e+02,1.638400000000000079e+00
3.303873873873873777e+02,1.638400000000000079e+00
3.304434434434434706e+02,1.638400000000000079e+00
3.304994994994995068e+02,1.638400000000000079e+00
3.305555555555555429e+02,1.638400000000000079e+00
3.306116116116116359e+02,1.638400000000000079e+00
3.306676676676676720e+02,1.638400000000000079e+00
3.307237237237237082e+02,1.638400000000000079e+00
3.307797797797798012e+02,1.638400000000000079e+00
3.308358358358358373e+02,1.638400000000000079e+00
3.308918918918918735e+02,1.638400000000000079e+00
3.309479479479479664e+02,1.638400000000000079e+00
3.310040040040040026e+02,1.638400000000000079e+00
3.310600600600600387e+02,1.638400000000000079e+00
3.311161161161161317e+02,1.638400000000000079e+00
3.311721721721721678e+02,1.638400000000000079e+00
3.312282282282282040e+02,1.638400000000000079e+00
3.312842842842842970e+02,1.638400000000000079e+00
3.313403403403403331e+02,1.638400000000000079e+00
3.313963963963964261e+02,1.638400000000000079e+00
3.314524524524524622e+02,1.638400000000000079e+00
3.315085085085084984e+02,1.638400000000000079e+00
3.315645645645645345e+02,1.638400000000000079e+00
3.316206206206206275e+02,1.638400000000000079e+00
3.316766766766766636e+02,1.638400000000000079e+00
3.317327327327327566e+02,1.638400000000000079e+00
3.317887887887887928e+02,1.638400000000000079e+00
3.318448448448448289e+02,1.638400000000000079e+00
3.319009009009009219e+02,1.638400000000000079e+00
3.319569569569569580e+02,1.638400000000000079e+00
3.320130130130129942e+02,1.638400000000000079e+00
3.320690690690690872e+02,1.638400000000000079e+00
3.321251251251251233e+02,1.638400000000000079e+00
3.321811811811811594e+02,1.638400000000000079e+00
3.322372372372372524e+02,1.638400000000000079e+00
3.322932932932932886e+02,1.638400000000000079e+00
3.323493493493493247e+02,1.638400000000000079e+00
3.324054054054054177e+02,1.638400000000000079e+00
3.324614614614614538e+02,1.638400000000000079e+00
3.325175175175174900e+02,1.638400000000000079e+00
3.325735735735735830e+02,1.638400000000000079e+00
3.326296296296296191e+02,1.638400000000000079e+00
3.326856856856857121e+02,1.638400000000000079e+00
3.327417417417417482e+02,1.638400000000000079e+00
3.327977977977977844e+02,1.638400000000000079e+00
3.328538538538538774e+02,1.638400000000000079e+00
3.329099099099099135e+02,1.638400000000000079e+00
3.329659659659659496e+02,1.638400000000000079e+00
3.330220220220220426e+02,1.638400000000000079e+00
3.330780780780780788e+02,1.638400000000000079e+00
3.331341341341341149e+02,1.638400000000000079e+00
3.331901901901902079e+02,1.638400000000000079e+00
3.332462462462462440e+02,1.638400000000000079e+00
3.333023023023022802e+02,1.638400000000000079e+00
3.333583583583583732e+02,1.638400000000000079e+00
3.334144144144144093e+02,1.638400000000000079e+00
3.334704704704704454e+02,1.638400000000000079e+00
3.335265265265265384e+02,1.638400000000000079e+00
3.335825825825825746e+02,1.638400000000000079e+00
3.336386386386386675e+02,1.638400000000000079e+00
3.336946946946947037e+02,1.638400000000000079e+00
3.337507507507507398e+02,1.638400000000000079e+00
3.338068068068067760e+02,1.638400000000000079e+00
3.338628628628628690e+02,1.638400000000000079e+00
3.339189189189189051e+02,1.638400000000000079e+00
3.339749749749749981e+02,1.638400000000000079e+00
3.340310310310310342e+02,1.638400000000000079e+00
3.340870870870870704e+02,1.638400000000000079e+00
3.341431431431431633e+02,1.638400000000000079e+00
3.341991991991991995e+02,1.638400000000000079e+00
3.342552552552552356e+02,1.638400000000000079e+00
3.343113113113113286e+02,1.638400000000000079e+00
3.343673673673673647e+02,1.638400000000000079e+00
3.344234234234234009e+02,1.638400000000000079e+00
3.344794794794794939e+02,1.638400000000000079e+00
3.345355355355355300e+02,1.638400000000000079e+00
3.345915915915916230e+02,1.638400000000000079e+00
3.346476476476476591e+02,1.638400000000000079e+00
3.347037037037036953e+02,1.638400000000000079e+00
3.347597597597597314e+02,1.638400000000000079e+00
3.348158158158158244e+02,1.638400000000000079e+00
3.348718718718718605e+02,1.638400000000000079e+00
3.349279279279279535e+02,1.638400000000000079e+00
3.349839839839839897e+02,1.638400000000000079e+00
3.350400400400400258e+02,1.638400000000000079e+00
3.350960960960961188e+02,1.638400000000000079e+00
3.351521521521521549e+02,1.638400000000000079e+00
3.352082082082081911e+02,1.638400000000000079e+00
3.352642642642642841e+02,1.638400000000000079e+00
3.353203203203203202e+02,1.638400000000000079e+00
3.353763763763763563e+02,1.638400000000000079e+00
3.354324324324324493e+02,1.638400000000000079e+00
3.354884884884884855e+02,1.638400000000000079e+00
3.355445445445445216e+02,1.638400000000000079e+00
3.356006006006006146e+02,1.638400000000000079e+00
3.356566566566566507e+02,1.638400000000000079e+00
3.357127127127126869e+02,1.638400000000000079e+00
3.357687687687687799e+02,1.638400000000000079e+00
3.358248248248248160e+02,1.638400000000000079e+00
3.358808808808809090e+02,1.638400000000000079e+00
3.359369369369369451e+02,1.638400000000000079e+00
3.359929929929929813e+02,1.638400000000000079e+00
3.360490490490490174e+02,1.638400000000000079e+00
3.361051051051051104e+02,1.638400000000000079e+00
3.361611611611611465e+02,1.638400000000000079e+00
3.362172172172172395e+02,1.638400000000000079e+00
3.362732732732732757e+02,1.638400000000000079e+00
3.363293293293293118e+02,1.638400000000000079e+00
3.363853853853854048e+02,1.638400000000000079e+00
3.364414414414414409e+02,1.638400000000000079e+00
3.364974974974974771e+02,1.638400000000000079e+00
3.365535535535535701e+02,1.638400000000000079e+00
3.366096096096096062e+02,1.638400000000000079e+00
3.366656656656656423e+02,1.638400000000000079e+00
3.367217217217217353e+02,1.638400000000000079e+00
3.367777777777777715e+02,1.638400000000000079e+00
3.368338338338338644e+02,1.638400000000000079e+00
3.368898898898899006e+02,1.638400000000000079e+00
3.369459459459459367e+02,1.638400000000000079e+00
3.370020020020019729e+02,1.638400000000000079e+00
3.370580580580580659e+02,1.638400000000000079e+00
3.371141141141141020e+02,1.638400000000000079e+00
3.371701701701701950e+02,1.638400000000000079e+00
3.372262262262262311e+02,1.638400000000000079e+00
3.372822822822822673e+02,1.638400000000000079e+00
3.373383383383383602e+02,1.638400000000000079e+00
3.373943943943943964e+02,1.638400000000000079e+00
3.374504504504504325e+02,1.638400000000000079e+00
3.375065065065065255e+02,1.638400000000000079e+00
3.375625625625625617e+02,1.638400000000000079e+00
3.376186186186185978e+02,1.638400000000000079e+00
3.376746746746746908e+02,1.638400000000000079e+00
3.377307307307307269e+02,1.638400000000000079e+00
3.377867867867867631e+02,1.638400000000000079e+00
3.378428428428428560e+02,1.638400000000000079e+00
3.378988988988988922e+02,1.638400000000000079e+00
3.379549549549549283e+02,1.638400000000000079e+00
3.380110110110110213e+02,1.638400000000000079e+00
3.380670670670670575e+02,1.638400000000000079e+00
3.381231231231231504e+02,1.638400000000000079e+00
3.381791791791791866e+02,1.638400000000000079e+00
3.382352352352352227e+02,1.638400000000000079e+00
3.382912912912913157e+02,1.638400000000000079e+00
3.383473473473473518e+02,1.638400000000000079e+00
3.384034034034033880e+02,1.638400000000000079e+00
3.384594594594594810e+02,1.638400000000000079e+00
3.385155155155155171e+02,1.638400000000000079e+00
3.385715715715715532e+02,1.638400000000000079e+00
3.386276276276276462e+02,1.638400000000000079e+00
3.386836836836836824e+02,1.638400000000000079e+00
3.387397397397397185e+02,1.638400000000000079e+00
3.387957957957958115e+02,1.638400000000000079e+00
3.388518518518518476e+02,1.638400000000000079e+00
3.389079079079078838e+02,1.638400000000000079e+00
3.389639639639639768e+02,1.638400000000000079e+00
3.390200200200200129e+02,1.638400000000000079e+00
3.390760760760761059e+02,1.638400000000000079e+00
3.391321321321321420e+02,1.638400000000000079e+00
3.391881881881881782e+02,1.638400000000000079e+00
3.392442442442442143e+02,1.638400000000000079e+00
3.393003003003003073e+02,1.638400000000000079e+00
3.393563563563563434e+02,1.638400000000000079e+00
3.394124124124124364e+02,1.638400000000000079e+00
3.394684684684684726e+02,1.638400000000000079e+00
3.395245245245245087e+02,1.638400000000000079e+00
3.395805805805806017e+02,1.638400000000000079e+00
3.396366366366366378e+02,1.638400000000000079e+00
3.396926926926926740e+02,1.638400000000000079e+00
3.397487487487487670e+02,1.638400000000000079e+00
3.398048048048048031e+02,1.638400000000000079e+00
3.398608608608608392e+02,1.638400000000000079e+00
3.399169169169169322e+02,1.638400000000000079e+00
3.399729729729729684e+02,1.638400000000000079e+00
3.400290290290290045e+02,1.638400000000000079e+00
3.400850850850850975e+02,1.638400000000000079e+00
3.401411411411411336e+02,1.638400000000000079e+00
3.401971971971971698e+02,1.638400000000000079e+00
3.402532532532532628e+02,1.638400000000000079e+00
3.403093093093092989e+02,1.638400000000000079e+00
3.403653653653653919e+02,1.638400000000000079e+00
3.404214214214214280e+02,1.638400000000000079e+00
3.404774774774774642e+02,1.638400000000000079e+00
3.405335335335335571e+02,1.638400000000000079e+00
3.405895895895895933e+02,1.638400000000000079e+00
3.406456456456456294e+02,1.638400000000000079e+00
3.407017017017017224e+02,1.638400000000000079e+00
3.407577577577577586e+02,1.638400000000000079e+00
3.408138138138137947e+02,1.638400000000000079e+00
3.408698698698698877e+02,1.638400000000000079e+00
3.409259259259259238e+02,1.638400000000000079e+00
3.409819819819819600e+02,1.638400000000000079e+00
3.410380380380380529e+02,1.638400000000000079e+00
3.410940940940940891e+02,1.638400000000000079e+00
3.411501501501501252e+02,1.638400000000000079e+00
3.412062062062062182e+02,1.638400000000000079e+00
3.412622622622622544e+02,1.638400000000000079e+00
3.413183183183183473e+02,1.638400000000000079e+00
3.413743743743743835e+02,1.638400000000000079e+00
3.414304304304304196e+02,1.638400000000000079e+00
3.414864864864864558e+02,1.638400000000000079e+00
3.415425425425425487e+02,1.638400000000000079e+00
3.415985985985985849e+02,1.638400000000000079e+00
3.416546546546546779e+02,1.638400000000000079e+00
3.417107107107107140e+02,1.638400000000000079e+00
3.417667667667667502e+02,1.638400000000000079e+00
3.418228228228228431e+02,1.638400000000000079e+00
3.418788788788788793e+02,1.638400000000000079e+00
3.419349349349349154e+02,1.638400000000000079e+00
3.419909909909910084e+02,1.638400000000000079e+00
3.420470470470470445e+02,1.638400000000000079e+00
3.421031031031030807e+02,1.638400000000000079e+00
3.421591591591591737e+02,1.638400000000000079e+00
3.422152152152152098e+02,1.638400000000000079e+00
3.422712712712712460e+02,1.638400000000000079e+00
3.423273273273273389e+02,1.638400000000000079e+00
3.423833833833833751e+02,1.638400000000000079e+00
3.424394394394394112e+02,1.638400000000000079e+00
3.424954954954955042e+02,1.638400000000000079e+00
3.425515515515515403e+02,1.638400000000000079e+00
3.426076076076076333e+02,1.638400000000000079e+00
3.426636636636636695e+02,1.638400000000000079e+00
3.427197197197197056e+02,1.638400000000000079e+00
3.427757757757757986e+02,1.638400000000000079e+00
3.428318318318318347e+02,1.638400000000000079e+00
3.428878878878878709e+02,1.638400000000000079e+00
3.429439439439439639e+02,1.638400000000000079e+00
3.430000000000000000e+02,1.638400000000000079e+00
