Temperature (K), Alpha^2
3.019669669669669929e+02,4.870975467635111356e-01
3.020230230230230291e+02,4.889585804213154585e-01
3.020790790790790652e+02,4.908363828468823020e-01
3.021351351351351582e+02,4.927311206863613235e-01
3.021911911911911943e+02,4.946429615572191518e-01
3.022472472472472305e+02,4.965721054690372394e-01
3.023033033033033234e+02,4.985188205677531514e-01
3.023593593593593596e+02,5.004832361593354317e-01
3.024154154154153957e+02,5.024656008894415882e-01
3.024714714714714887e+02,5.044660865396273230e-01
3.025275275275275249e+02,5.064849452075661507e-01
3.025835835835835610e+02,5.085224012214938361e-01
3.026396396396396540e+02,5.105787531254940559e-01
3.026956956956956901e+02,5.126537472345209512e-01
3.027517517517517263e+02,5.147481310638565288e-01
3.028078078078078192e+02,5.168618256425048241e-01
3.028638638638638554e+02,5.189951687955914883e-01
3.029199199199199484e+02,5.211483255598555742e-01
3.029759759759759845e+02,5.233215310484864435e-01
3.030320320320320207e+02,5.255149554651160626e-01
3.030880880880881136e+02,5.277288480665504045e-01
3.031441441441441498e+02,5.299634100503795020e-01
3.032002002002001859e+02,5.322188486299659349e-01
3.032562562562562789e+02,5.344953585526288631e-01
3.033123123123123150e+02,5.367931722000839345e-01
3.033683683683683512e+02,5.391120293994832169e-01
3.034244244244244442e+02,5.414529924842477193e-01
3.034804804804804803e+02,5.438157801400695934e-01
3.035365365365365165e+02,5.462012707502381659e-01
3.035925925925926094e+02,5.486084701040120359e-01
3.036486486486486456e+02,5.510383913390375366e-01
3.037047047047046817e+02,5.534908429204237201e-01
3.037607607607607747e+02,5.559661205382340210e-01
3.038168168168168108e+02,5.584647097323437448e-01
3.038728728728728470e+02,5.609865489036693909e-01
3.039289289289289400e+02,5.635310963573224585e-01
3.039849849849849761e+02,5.660996356712509892e-01
3.040410410410410122e+02,5.686925457711019538e-01
3.040970970970971052e+02,5.713079900184988569e-01
3.041531531531531414e+02,5.739480561676854053e-01
3.042092092092092344e+02,5.766124736903852632e-01
3.042652652652652705e+02,5.793010663672168992e-01
3.043213213213213066e+02,5.820141023640016398e-01
3.043773773773773996e+02,5.847517333103430248e-01
3.044334334334334358e+02,5.875139287993291770e-01
3.044894894894894719e+02,5.903011027298457059e-01
3.045455455455455649e+02,5.931129545749423970e-01
3.046016016016016010e+02,5.959497387250375366e-01
3.046576576576576372e+02,5.988113665716754408e-01
3.047137137137137302e+02,6.016982048498777935e-01
3.047697697697697663e+02,6.046101530832821425e-01
3.048258258258258024e+02,6.075472885520253330e-01
3.048818818818818954e+02,6.105094970445407165e-01
3.049379379379379316e+02,6.134967532539189472e-01
3.049939939939939677e+02,6.165092026937639691e-01
3.050500500500500607e+02,6.195466971380753085e-01
3.051061061061060968e+02,6.226092524206459089e-01
3.051621621621621898e+02,6.256969687363868049e-01
3.052182182182182260e+02,6.288093856340459809e-01
3.052742742742742621e+02,6.319468930153302466e-01
3.053303303303303551e+02,6.351088736083557729e-01
3.053863863863863912e+02,6.382957181687407555e-01
3.054424424424424274e+02,6.415068104170214003e-01
3.054984984984985203e+02,6.447422293571910545e-01
3.055545545545545565e+02,6.480017992560530571e-01
3.056106106106105926e+02,6.512852483143373172e-01
3.056666666666666856e+02,6.545930753986602957e-01
3.057227227227227218e+02,6.579229566207092095e-01
3.057787787787787579e+02,6.612767036220286165e-01
3.058348348348348509e+02,6.646533763979064480e-01
3.058908908908908870e+02,6.680525804155582614e-01
3.059469469469469232e+02,6.714730039077100310e-01
3.060030030030030161e+02,6.749182213982705125e-01
3.060590590590590523e+02,6.783827226112428832e-01
3.061151151151150884e+02,6.818685285583172551e-01
3.061711711711711814e+02,6.853753115238258031e-01
3.062272272272272176e+02,6.889031289699049099e-01
3.062832832832832537e+02,6.924497228685005945e-01
3.063393393393393467e+02,6.960159119673708927e-01
3.063953953953953828e+02,6.996018649296446013e-01
3.064514514514514758e+02,7.032052150968137738e-01
3.065075075075075119e+02,7.068269896634528093e-01
3.065635635635635481e+02,7.104667914015633245e-01
3.066196196196196411e+02,7.141223866527905972e-01
3.066756756756756772e+02,7.177948607843035456e-01
3.067317317317317134e+02,7.214826439400887637e-01
3.067877877877878063e+02,7.251856998016489309e-01
3.068438438438438425e+02,7.289033294475172342e-01
3.068998998998998786e+02,7.326346178460901859e-01
3.069559559559559716e+02,7.363791574444764620e-01
3.070120120120120077e+02,7.401362520884215979e-01
3.070680680680680439e+02,7.439048782927965009e-01
3.071241241241241369e+02,7.476865674073085444e-01
3.071801801801801730e+02,7.514774927505575297e-01
3.072362362362362092e+02,7.552786359763944413e-01
3.072922922922923021e+02,7.590896766461541212e-01
3.073483483483483383e+02,7.629084167277956352e-01
3.074044044044044313e+02,7.667346272628772219e-01
3.074604604604604674e+02,7.705687087692707493e-01
3.075165165165165035e+02,7.744090492394954950e-01
3.075725725725725965e+02,7.782559008912928178e-01
3.076286286286286327e+02,7.821086147536392419e-01
3.076846846846846688e+02,7.859634251778206959e-01
3.077407407407407618e+02,7.898245483755983454e-01
3.077967967967967979e+02,7.936888233243647450e-01
3.078528528528528341e+02,7.975530511536234046e-01
3.079089089089089271e+02,8.014210024114037934e-01
3.079649649649649632e+02,8.052904671836252914e-01
3.080210210210209993e+02,8.091595878169358658e-01
3.080770770770770923e+02,8.130277174794828809e-01
3.081331331331331285e+02,8.168982040146266499e-01
3.081891891891891646e+02,8.207659444163152296e-01
3.082452452452452576e+02,8.246317116989004825e-01
3.083013013013012937e+02,8.284954711942568162e-01
3.083573573573573867e+02,8.323560095379687329e-01
3.084134134134134229e+02,8.362131855839235461e-01
3.084694694694694590e+02,8.400660907656676279e-01
3.085255255255254951e+02,8.439144250068791875e-01
3.085815815815815881e+02,8.477575750782888608e-01
3.086376376376376243e+02,8.515948533846060542e-01
3.086936936936937173e+02,8.554270316589651646e-01
3.087497497497497534e+02,8.592522679484513315e-01
3.088058058058057895e+02,8.630709134365163182e-01
3.088618618618618825e+02,8.668818059617073857e-01
3.089179179179179187e+02,8.706844087544789446e-01
3.089739739739739548e+02,8.744790513283421385e-01
3.090300300300300478e+02,8.782654019336095796e-01
3.090860860860860839e+02,8.820424843921667035e-01
3.091421421421421201e+02,8.858103864207281797e-01
3.091981981981982130e+02,8.895696419210804562e-01
3.092542542542542492e+02,8.933168058645919452e-01
3.093103103103102853e+02,8.970541254941399867e-01
3.093663663663663783e+02,9.007815661723728162e-01
3.094224224224224145e+02,9.044977875216040353e-01
3.094784784784784506e+02,9.082030172890303010e-01
3.095345345345345436e+02,9.118966176940825896e-01
3.095905905905905797e+02,9.155787865663344016e-01
3.096466466466466727e+02,9.192483987475641438e-01
3.097027027027027088e+02,9.229067122296136239e-01
3.097587587587587450e+02,9.265527473715170492e-01
3.098148148148148380e+02,9.301861693822051080e-01
3.098708708708708741e+02,9.338066634567745439e-01
3.099269269269269103e+02,9.374142079933577287e-01
3.099829829829830032e+02,9.410090355819794583e-01
3.100390390390390394e+02,9.445906093594407249e-01
3.100950950950950755e+02,9.481588519381756175e-01
3.101511511511511685e+02,9.517143125930999092e-01
3.102072072072072046e+02,9.552547934614165070e-01
3.102632632632632408e+02,9.587840781493605080e-01
3.103193193193193338e+02,9.622973523629668735e-01
3.103753753753753699e+02,9.657979263697897832e-01
3.104314314314314061e+02,9.692837491338894829e-01
3.104874874874874990e+02,9.727560997558973854e-01
3.105435435435435352e+02,9.762160588963830765e-01
3.105995995995996282e+02,9.796602705082607665e-01
3.106556556556556643e+02,9.830916911480331866e-01
3.107117117117117004e+02,9.865082017025453842e-01
3.107677677677677934e+02,9.899098287184445732e-01
3.108238238238238296e+02,9.932987376787456579e-01
3.108798798798798657e+02,9.966716862764247731e-01
3.109359359359359587e+02,1.000031875286801597e+00
3.109919919919919948e+02,1.003377388392681979e+00
3.110480480480480310e+02,1.006708436257176986e+00
3.111041041041041240e+02,1.010025584814603805e+00
3.111601601601601601e+02,1.013329167267100983e+00
3.112162162162161962e+02,1.016618126903592989e+00
3.112722722722722892e+02,1.019893019520816457e+00
3.113283283283283254e+02,1.023153732610147193e+00
3.113843843843843615e+02,1.026400167581004386e+00
3.114404404404404545e+02,1.029633277420565207e+00
3.114964964964964906e+02,1.032851713237510349e+00
3.115525525525525268e+02,1.036055906633709611e+00
3.116086086086086198e+02,1.039246474893638750e+00
3.116646646646646559e+02,1.042423658839053857e+00
3.117207207207206920e+02,1.045586165836334569e+00
3.117767767767767850e+02,1.048735700415471372e+00
3.118328328328328212e+02,1.051870623257027626e+00
3.118888888888889142e+02,1.054991952814374079e+00
3.119449449449449503e+02,1.058100068859523457e+00
3.120010010010009864e+02,1.061194505056366921e+00
3.120570570570570794e+02,1.064275969137906230e+00
3.121131131131131156e+02,1.067342992082491060e+00
3.121691691691691517e+02,1.070396808513123466e+00
3.122252252252252447e+02,1.073438071437333940e+00
3.122812812812812808e+02,1.076465453288382390e+00
3.123373373373373170e+02,1.079479607140150677e+00
3.123933933933934100e+02,1.082480363571066917e+00
3.124494494494494461e+02,1.085468366441143750e+00
3.125055055055054822e+02,1.088443976032792415e+00
3.125615615615615752e+02,1.091406317132732395e+00
3.126176176176176114e+02,1.094355999703803484e+00
3.126736736736736475e+02,1.097292807064830011e+00
3.127297297297297405e+02,1.100216766609117158e+00
3.127857857857857766e+02,1.103128293620674993e+00
3.128418418418418696e+02,1.106027506981076991e+00
3.128978978978979058e+02,1.108913992386708625e+00
3.129539539539539419e+02,1.111788099914811978e+00
3.130100100100100349e+02,1.114650115467538560e+00
3.130660660660660710e+02,1.117499358986802527e+00
3.131221221221221072e+02,1.120337780463283917e+00
3.131781781781782001e+02,1.123163209868987211e+00
3.132342342342342363e+02,1.125976669703018018e+00
3.132902902902902724e+02,1.128778606041529020e+00
3.133463463463463654e+02,1.131568682687999372e+00
3.134024024024024015e+02,1.134347478445170587e+00
3.134584584584584377e+02,1.137113483408498382e+00
3.135145145145145307e+02,1.139868561910171607e+00
3.135705705705705668e+02,1.142612247188272034e+00
3.136266266266266030e+02,1.145344621152965425e+00
3.136826826826826959e+02,1.148064957036227574e+00
3.137387387387387321e+02,1.150775040160151530e+00
3.137947947947947682e+02,1.153473557445598319e+00
3.138508508508508612e+02,1.156161203296136364e+00
3.139069069069068973e+02,1.158837436325065529e+00
3.139629629629629335e+02,1.161502780518649525e+00
3.140190190190190265e+02,1.164157616323986177e+00
3.140750750750750626e+02,1.166801495490936480e+00
3.141311311311311556e+02,1.169434726521862311e+00
3.141871871871871917e+02,1.172057810885097640e+00
3.142432432432432279e+02,1.174669347330375535e+00
3.142992992992993209e+02,1.177270921022021799e+00
3.143553553553553570e+02,1.179862229772194127e+00
3.144114114114113931e+02,1.182443030825638619e+00
3.144674674674674861e+02,1.185013194252877433e+00
3.145235235235235223e+02,1.187574243914732985e+00
3.145795795795795584e+02,1.190124814492351302e+00
3.146356356356356514e+02,1.192664964342100120e+00
3.146916916916916875e+02,1.195195517136824037e+00
3.147477477477477237e+02,1.197716156724300651e+00
3.148038038038038167e+02,1.200227013883878868e+00
3.148598598598598528e+02,1.202728179796708874e+00
3.149159159159158889e+02,1.205219653325612095e+00
3.149719719719719819e+02,1.207701550907668064e+00
3.150280280280280181e+02,1.210173929227376544e+00
3.150840840840841111e+02,1.212636944249614102e+00
3.151401401401401472e+02,1.215090777479571615e+00
3.151961961961961833e+02,1.217534583221325573e+00
3.152522522522522763e+02,1.219969925269313027e+00
3.153083083083083125e+02,1.222395453778086116e+00
3.153643643643643486e+02,1.224812521339317728e+00
3.154204204204204416e+02,1.227220391634871621e+00
3.154764764764764777e+02,1.229619252869089241e+00
3.155325325325325139e+02,1.232008671539246869e+00
3.155885885885886069e+02,1.234390120008493241e+00
3.156446446446446430e+02,1.236762392697474899e+00
3.157007007007006791e+02,1.239125844623655270e+00
3.157567567567567721e+02,1.241481138243081039e+00
3.158128128128128083e+02,1.243827227839295002e+00
3.158688688688688444e+02,1.246165109381549341e+00
3.159249249249249374e+02,1.248494751534182212e+00
3.159809809809809735e+02,1.250815545980033638e+00
3.160370370370370665e+02,1.253127799708069867e+00
3.160930930930931027e+02,1.255433041779046022e+00
3.161491491491491388e+02,1.257728770000386742e+00
3.162052052052051749e+02,1.260016653012135945e+00
3.162612612612612679e+02,1.262297120523458771e+00
3.163173173173173041e+02,1.264568533125153715e+00
3.163733733733733970e+02,1.266832913760317147e+00
3.164294294294294332e+02,1.269088395446154482e+00
3.164854854854854693e+02,1.271337087619276218e+00
3.165415415415415623e+02,1.273576867149812220e+00
3.165975975975975985e+02,1.275809927745477079e+00
3.166536536536536346e+02,1.278034322245272802e+00
3.167097097097097276e+02,1.280251924848211820e+00
3.167657657657657637e+02,1.282461447948685773e+00
3.168218218218217999e+02,1.284663741966836081e+00
3.168778778778778928e+02,1.286858549787451844e+00
3.169339339339339290e+02,1.289045376225987471e+00
3.169899899899899651e+02,1.291225631173331667e+00
3.170460460460460581e+02,1.293397361430808079e+00
3.171021021021020942e+02,1.295563246792786893e+00
3.171581581581581304e+02,1.297721368660185837e+00
3.172142142142142234e+02,1.299872201927302573e+00
3.172702702702702595e+02,1.302015799119353945e+00
3.173263263263263525e+02,1.304152421197309675e+00
3.173823823823823886e+02,1.306281050156040013e+00
3.174384384384384248e+02,1.308404915501046428e+00
3.174944944944945178e+02,1.310519918734278866e+00
3.175505505505505539e+02,1.312629372834420272e+00
3.176066066066065900e+02,1.314730380240940022e+00
3.176626626626626830e+02,1.316826215730981131e+00
3.177187187187187192e+02,1.318914932765808734e+00
3.177747747747747553e+02,1.320996062900998025e+00
3.178308308308308483e+02,1.323071358828804112e+00
3.178868868868868844e+02,1.325140033348599200e+00
3.179429429429429206e+02,1.327201545680969597e+00
3.179989989989990136e+02,1.329257611545400675e+00
3.180550550550550497e+02,1.331306148532642064e+00
3.181111111111110858e+02,1.333348624112630443e+00
3.181671671671671788e+02,1.335384693911289444e+00
3.182232232232232150e+02,1.337414525005443222e+00
3.182792792792793080e+02,1.339437877773434815e+00
3.183353353353353441e+02,1.341455081456203180e+00
3.183913913913913802e+02,1.343466055566229000e+00
3.184474474474474732e+02,1.345470675051974929e+00
3.185035035035035094e+02,1.347469427515783247e+00
3.185595595595595455e+02,1.349461884654441057e+00
3.186156156156156385e+02,1.351448302370978238e+00
3.186716716716716746e+02,1.353429133269009155e+00
3.187277277277277108e+02,1.355403302666079002e+00
3.187837837837838038e+02,1.357371644479615336e+00
3.188398398398398399e+02,1.359334378101182184e+00
3.188958958958958760e+02,1.361290910732747772e+00
3.189519519519519690e+02,1.363242251896658708e+00
3.190080080080080052e+02,1.365187244312405790e+00
3.190640640640640413e+02,1.367126528440399946e+00
3.191201201201201343e+02,1.369060305780184894e+00
3.191761761761761704e+02,1.370988326794483347e+00
3.192322322322322634e+02,1.372910245816410635e+00
3.192882882882882996e+02,1.374827056210220944e+00
3.193443443443443357e+02,1.376738092000591163e+00
3.194004004004003718e+02,1.378643165446706398e+00
3.194564564564564648e+02,1.380543835566333977e+00
3.195125125125125010e+02,1.382437918659088494e+00
