 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
144,0.279,2.457,0.818,781,1286,114.775,0.588
145,0.167,3.850,0.897,526,1293,120.651,0.565
146,0.097,1.734,0.665,372,1295,154.537,0.281
147,0.149,2.423,0.755,295,1312,119.476,0.384
148,0.260,2.705,0.950,1922,1319,105.709,0.543
149,4.119,10.766,3.088,289,1413,38.991,1.956
150,0.081,1.420,0.511,943,1333,116.565,0.316
151,0.097,1.750,0.608,693,1335,131.186,0.283
152,0.524,5.474,1.438,1899,1342,130.972,0.831
153,0.107,1.598,0.525,225,1351,157.620,0.384
154,0.120,2.067,0.755,1386,1344,150.524,0.305
155,0.144,1.646,0.633,260,1355,108.435,0.371
156,0.222,3.739,1.033,645,1395,75.579,0.710
157,0.105,3.080,0.691,224,1371,172.875,0.428
158,0.180,2.423,0.985,251,1383,150.461,0.319
159,0.107,1.356,0.550,1686,1384,171.027,0.286
160,0.103,1.629,0.500,224,1383,120.964,0.411
161,0.100,1.289,0.471,1915,1391,165.964,0.307
162,0.127,1.639,0.616,650,1391,158.199,0.314
163,3.530,7.346,2.313,18,1448,25.615,2.143
164,1.359,8.073,2.039,1755,1439,31.239,1.314
165,0.229,2.093,0.769,1390,1403,121.329,0.532
166,0.117,1.467,0.539,1902,1407,122.005,0.354
167,0.146,2.131,0.780,958,1413,113.749,0.404
168,0.144,2.545,0.824,998,1416,123.690,0.395
169,0.225,2.400,0.807,900,1429,157.068,0.536
170,5.814,22.310,4.735,947,1424,108.654,2.464
171,0.194,1.962,0.679,1802,1439,157.751,0.466
172,0.103,1.898,0.703,1064,1438,153.435,0.266
173,0.194,1.955,0.809,1718,1442,147.995,0.396
174,0.294,2.521,0.850,898,1445,137.726,0.575
175,0.181,2.214,0.633,1013,1456,18.435,0.543
176,0.154,1.679,0.663,1873,1449,172.569,0.374
177,0.090,1.225,0.479,1509,1446,162.646,0.280
178,0.323,3.891,1.005,1052,1446,104.826,0.785
179,0.087,1.232,0.487,1842,1455,176.634,0.286
180,0.211,1.932,0.642,891,1480,32.276,0.503
