Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1348.jpeg,73,37.866,0.519,1.950,4.010,1.072,922.178,449.493,79.437,0.679
