Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1352.jpeg,123,46.891,0.381,2.439,2.267,0.796,282.463,1344.569,93.002,0.479
