 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
504,0.184,1.948,0.696,543,2256,55.620,0.447
505,0.052,0.919,0.393,1059,2246,22.620,0.212
506,1.049,7.418,1.735,944,2247,112.543,1.185
507,0.200,2.401,0.877,982,2268,46.397,0.427
508,0.031,0.730,0.287,905,2251,161.565,0.181
509,0.112,1.296,0.473,738,2262,26.565,0.344
510,0.096,1.246,0.473,52,2267,26.565,0.302
511,0.136,1.938,0.774,1141,2292,38.660,0.299
512,0.557,4.035,1.208,996,2279,148.299,0.890
513,0.100,1.450,0.612,687,2297,32.905,0.257
514,0.037,0.755,0.308,0,2299,78.690,0.181
515,3.096,12.353,2.880,954,2335,4.214,2.096
516,0.064,1.054,0.450,14,2306,19.654,0.230
517,0.037,0.755,0.345,1119,2306,37.875,0.171
518,0.045,0.841,0.364,1118,2321,41.634,0.192
519,0.096,1.795,0.691,924,2322,23.199,0.333
520,0.038,0.823,0.298,1172,2331,66.038,0.214
521,0.080,1.382,0.596,1119,2335,30.466,0.230
522,4.618,27.138,5.242,1002,2460,50.618,2.418
523,0.036,0.695,0.270,61,2336,26.565,0.212
524,0.031,0.730,0.311,15,2339,29.055,0.181
525,0.057,0.961,0.411,1053,2342,36.027,0.210
526,0.065,0.961,0.387,1133,2342,38.660,0.257
527,0.085,1.742,0.788,1100,2358,32.471,0.186
528,0.071,1.115,0.433,807,2367,65.225,0.299
529,0.033,0.670,0.285,1197,2372,32.005,0.181
530,0.097,1.296,0.515,1092,2382,49.764,0.314
531,0.333,2.824,0.910,864,2394,21.448,0.620
532,0.044,0.841,0.369,896,2386,34.992,0.201
533,0.040,0.755,0.311,723,2385,29.055,0.201
534,0.048,0.961,0.428,15,2396,45.000,0.206
535,0.056,0.883,0.345,956,2394,37.875,0.242
536,0.047,0.841,0.345,1140,2397,37.875,0.216
537,0.051,1.054,0.407,1085,2399,41.987,0.212
538,0.120,1.450,0.605,623,2417,36.870,0.317
539,0.078,1.133,0.488,864,2418,29.745,0.257
540,0.057,1.072,0.492,1114,2422,47.490,0.192
541,0.030,0.695,0.279,913,2417,40.601,0.189
542,0.061,1.004,0.411,976,2417,17.103,0.212
543,1.014,5.787,1.732,588,2475,65.225,0.944
544,0.171,2.109,0.798,627,2444,52.696,0.444
545,0.061,1.414,0.496,1105,2437,52.431,0.263
546,0.045,0.866,0.338,1172,2427,169.695,0.212
547,0.033,0.720,0.302,1075,2442,53.130,0.168
548,0.039,0.841,0.345,977,2447,52.125,0.203
549,0.036,0.755,0.311,857,2446,29.055,0.212
550,0.062,0.987,0.420,767,2449,30.256,0.243
551,0.074,1.339,0.582,1142,2452,27.897,0.239
552,0.248,2.076,0.708,1082,2456,19.983,0.513
553,0.032,0.695,0.311,1055,2454,29.055,0.171
554,0.084,1.279,0.529,765,2474,59.036,0.294
555,1.090,6.086,1.465,948,2468,158.199,1.264
556,0.047,1.072,0.503,1060,2478,57.265,0.168
557,1.519,7.527,1.796,1003,2469,126.098,1.472
558,0.045,1.012,0.387,1143,2475,38.660,0.230
559,0.090,1.186,0.436,929,2479,56.310,0.333
560,0.094,1.175,0.454,570,2486,53.130,0.311
561,0.063,1.200,0.436,891,2490,33.690,0.257
562,0.036,0.762,0.327,1161,2491,56.310,0.171
563,0.323,3.052,1.027,1170,2515,47.386,0.635
564,0.088,1.329,0.440,1126,2502,164.055,0.352
565,0.037,0.720,0.260,1113,2505,54.462,0.235
566,0.038,0.780,0.345,514,2509,37.875,0.171
567,0.256,2.326,0.791,817,2523,46.548,0.544
568,0.077,1.082,0.450,920,2514,42.274,0.278
569,0.752,5.894,2.104,927,2571,71.565,0.646
570,0.062,1.158,0.473,959,2526,63.435,0.245
571,0.262,2.112,0.786,599,2537,67.380,0.494
572,0.549,2.998,1.035,1038,2527,173.290,0.777
573,0.058,0.987,0.411,1129,2524,17.103,0.231
574,0.043,1.115,0.520,1090,2531,35.538,0.143
575,0.149,1.802,0.671,522,2536,7.765,0.420
576,0.100,1.955,0.836,1080,2551,40.601,0.257
577,0.334,2.789,0.939,565,2542,176.309,0.544
578,0.247,2.464,1.001,1174,2556,28.887,0.417
579,0.044,0.883,0.385,971,2549,45.000,0.192
580,0.177,2.104,0.855,1091,2562,45.000,0.390
581,0.054,1.140,0.338,899,2545,116.565,0.270
582,0.074,1.097,0.450,705,2558,47.726,0.254
583,0.039,1.104,0.535,1113,2559,47.291,0.128
584,0.081,1.357,0.499,1150,2558,14.036,0.325
585,0.358,2.411,0.851,574,2579,73.496,0.643
586,0.033,0.737,0.338,907,2558,26.565,0.168
587,0.488,5.147,1.898,1142,2584,30.651,0.629
588,0.038,0.730,0.299,970,2562,45.000,0.210
589,0.080,1.321,0.582,1063,2565,27.897,0.216
590,0.122,1.460,0.600,973,2577,40.914,0.342
591,0.037,0.737,0.321,1142,2571,41.186,0.171
592,0.059,1.072,0.492,856,2580,42.510,0.192
593,0.062,1.371,0.558,874,2583,49.399,0.226
594,0.065,1.218,0.529,1127,2581,30.964,0.203
595,0.053,0.883,0.379,892,2584,28.610,0.235
596,0.074,1.339,0.565,792,2586,15.524,0.210
597,0.190,2.482,0.761,868,2594,6.843,0.514
598,0.229,2.165,0.747,1175,2581,121.759,0.509
599,0.612,4.227,1.689,814,2621,45.725,0.775
600,0.059,0.944,0.379,1160,2590,28.610,0.242
601,0.070,1.082,0.450,710,2594,19.654,0.239
602,0.566,3.811,1.445,888,2610,15.781,0.686
603,0.084,1.133,0.440,1031,2594,15.945,0.302
604,0.127,1.457,0.587,802,2610,34.509,0.316
605,0.058,0.951,0.411,870,2605,36.027,0.214
606,0.448,3.076,1.040,989,2598,125.538,0.786
607,1.190,8.099,2.315,1098,2656,49.236,1.258
608,0.137,1.549,0.617,1208,2618,78.690,0.302
609,0.142,1.656,0.581,1162,2615,38.660,0.433
610,3.930,16.573,3.895,931,2607,143.842,2.239
611,0.051,1.054,0.379,699,2615,61.390,0.243
612,0.148,1.684,0.714,1019,2621,36.384,0.344
613,0.057,0.969,0.394,1021,2632,32.471,0.216
614,0.071,1.037,0.406,1202,2637,63.435,0.257
615,0.046,1.054,0.454,684,2641,53.130,0.171
616,0.043,1.012,0.478,671,2640,34.695,0.162
617,0.038,0.816,0.345,892,2640,37.875,0.181
618,0.435,4.074,1.583,848,2689,61.477,0.477
619,0.377,2.995,1.034,917,2674,52.125,0.621
620,0.063,1.029,0.430,878,2658,50.711,0.235
621,0.059,0.933,0.365,1024,2656,24.444,0.249
622,0.307,3.312,1.163,936,2685,62.103,0.574
623,1.273,6.438,1.786,1083,2694,28.301,1.271
624,1.130,5.605,2.247,873,2730,61.020,0.877
625,0.032,0.926,0.270,767,2671,116.565,0.212
626,0.037,0.723,0.279,1205,2686,40.601,0.212
627,0.083,1.133,0.440,1172,2700,15.945,0.284
628,0.943,4.206,1.440,694,2732,39.036,0.889
629,0.066,0.997,0.411,1204,2708,53.973,0.267
630,0.082,1.168,0.503,974,2713,57.265,0.253
631,0.374,2.724,0.941,661,2735,45.000,0.587
632,0.080,1.296,0.420,9,2724,149.744,0.352
633,0.053,0.883,0.345,1134,2730,37.875,0.249
634,0.032,0.773,0.354,1077,2731,19.983,0.151
635,0.229,2.635,0.826,975,2729,113.749,0.537
636,0.209,1.955,0.623,1007,2743,22.834,0.532
637,0.036,0.755,0.342,1117,2747,45.000,0.171
638,0.033,0.712,0.321,1170,2755,41.186,0.171
639,0.083,1.236,0.558,1098,2763,49.399,0.235
640,0.093,1.200,0.520,993,2762,35.538,0.257
641,0.098,1.475,0.666,837,2768,39.472,0.235
642,0.079,1.193,0.394,1018,2771,57.529,0.333
643,0.333,3.430,1.050,1071,2789,41.496,0.581
644,0.129,1.382,0.469,800,2783,75.069,0.393
645,0.048,0.891,0.379,1122,2778,28.610,0.203
646,0.030,0.712,0.338,1005,2777,26.565,0.151
647,0.283,2.250,0.765,796,2800,18.435,0.575
648,0.065,0.944,0.379,1132,2801,28.610,0.257
649,0.068,1.004,0.379,100,2804,28.610,0.257
650,0.473,4.669,1.287,1032,2816,9.462,0.777
651,0.053,0.876,0.327,1102,2818,56.310,0.264
652,0.040,0.773,0.302,943,2818,53.130,0.212
653,0.083,1.321,0.562,1093,2834,36.254,0.278
654,0.134,1.641,0.731,1200,2871,60.255,0.322
655,0.061,1.261,0.562,33,2888,36.254,0.208
656,0.059,0.908,0.365,71,2908,24.444,0.243
657,0.147,1.528,0.647,59,2940,37.405,0.342
658,0.331,2.354,0.774,95,2952,38.660,0.656
659,0.080,1.186,0.496,99,2998,37.569,0.257
660,0.051,0.944,0.369,52,3019,34.992,0.224
661,0.030,0.720,0.327,19,3033,33.690,0.150
662,1.470,5.818,2.037,3,3112,71.834,1.050
663,0.061,1.211,0.463,47,3058,11.310,0.242
664,0.359,2.753,0.795,138,3085,98.746,0.641
665,0.059,0.987,0.430,115,3114,39.289,0.214
666,1.494,6.866,2.207,88,3245,53.915,1.254
667,0.177,2.001,0.731,135,3214,155.556,0.399
668,0.712,3.476,1.090,178,3238,19.440,0.919
669,0.440,4.128,1.234,118,3232,162.897,0.644
670,0.038,0.773,0.345,62,3239,37.875,0.192
671,0.063,0.994,0.365,250,3306,24.444,0.257
672,0.125,1.382,0.462,935,3307,121.608,0.374
673,0.243,2.026,0.791,283,3329,43.452,0.470
674,0.167,1.563,0.558,1198,3328,40.601,0.449
675,0.080,1.161,0.433,304,3335,114.775,0.272
676,0.423,2.721,1.055,254,3366,27.300,0.579
677,0.261,2.012,0.666,751,3354,129.472,0.544
678,0.252,2.009,0.698,831,3404,17.650,0.514
679,0.059,0.944,0.407,518,3404,48.013,0.235
680,0.096,1.200,0.469,370,3398,165.069,0.330
681,1.228,4.362,1.512,495,3462,36.870,1.142
682,0.041,0.780,0.327,281,3427,33.690,0.192
683,0.084,1.208,0.436,552,3437,56.310,0.299
684,0.412,3.632,1.292,302,3476,73.686,0.697
685,0.830,4.974,1.679,327,3484,23.334,0.815
686,0.533,2.824,0.961,406,3478,12.724,0.844
687,0.059,0.876,0.327,388,3472,33.690,0.270
688,0.150,1.535,0.545,545,3489,56.310,0.401
689,0.103,1.332,0.568,489,3489,25.201,0.281
690,0.034,0.712,0.285,404,3491,32.005,0.210
691,0.041,0.848,0.345,349,3496,52.125,0.214
692,0.203,1.902,0.719,366,3516,22.249,0.429
693,0.280,2.169,0.761,232,3522,173.157,0.567
694,0.292,2.044,0.736,173,3532,19.179,0.574
695,0.080,1.367,0.617,608,3526,11.310,0.212
696,0.093,1.211,0.503,447,3545,32.735,0.277
697,0.100,1.158,0.440,410,3580,15.945,0.333
698,0.093,1.133,0.446,290,3589,28.301,0.319
699,0.039,0.730,0.285,304,3604,32.005,0.212
700,0.092,1.296,0.536,372,3660,16.390,0.272
701,0.098,1.314,0.496,976,3679,37.569,0.333
702,0.097,1.193,0.433,1123,3725,167.905,0.333
703,0.154,1.545,0.545,231,3744,33.690,0.446
704,0.053,0.944,0.368,628,3755,170.538,0.242
705,0.037,0.748,0.302,884,3758,36.870,0.182
706,0.089,1.193,0.440,58,3775,74.055,0.302
707,0.055,0.908,0.338,739,3822,26.565,0.257
708,0.112,1.275,0.478,572,3899,71.565,0.321
709,0.042,0.823,0.345,1001,3922,37.875,0.192
710,0.031,0.670,0.279,988,3979,40.601,0.189
