 ,Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,302.386,68.661,22.323,3084,77,100.000,18.598
2,266.694,64.538,23.343,2229,250,149.176,16.355
3,208.787,56.051,17.030,1539,488,156.019,16.234
4,262.211,66.211,21.288,1019,759,53.995,16.639
5,239.490,66.446,19.620,349,575,157.778,16.327
