Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1387.jpeg,367,90.997,0.248,2.090,2.250,0.745,580.839,1736.850,91.602,0.458
