Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1407.jpeg,897,505.028,0.563,5.387,2.750,0.910,1390.834,1012.133,93.518,0.543
