Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1381.jpeg,329,355.744,1.081,7.025,4.026,1.218,920.049,1323.185,109.927,0.763
