Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1378.jpeg,93,98.797,1.062,3.820,4.471,1.417,1132.957,629.151,96.558,0.878
