Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1389.jpeg,710,114.293,0.161,2.570,1.577,0.564,609.927,1613.546,50.485,0.331
