Slice,Count,Total Area,Average Size,%Area,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret
IMG_1350.jpeg,143,45.418,0.318,4.357,1.918,0.688,623.091,415.371,126.466,0.426
